"index","word","meaning","pos","rank"
"3171","respiración","respiration, breath","nf","3171"
"3172","votar","to vote","v","3172"
"3173","caña","cane, reed","nf","3173"
"3174","aislar","to isolate, insulate","v","3174"
"3175","soltero","single, not married","adj","3175"
"3176","prisionero","prisoner","nm","3176"
"3177","turista","tourist (nc)","nc","3177"
"3178","abundancia","abundance","nf","3178"
"3179","rodar","to roll, run, scatter","v","3179"
"3180","asistente","assistant","nc","3180"
"3181","vinculado","connected","adj","3181"
"3182","queso","cheese","nm","3182"
"3183","arriesgar","to risk, venture","v","3183"
"3184","indicio","indication, sign","nm","3184"
"3185","colgado","hanging","adj","3185"
"3186","bautizar","to baptize, christen","v","3186"
"3187","cerro","hill","nm","3187"
"3188","desatar","to untie, unleash, spark off","v","3188"
"3189","alentar","to encourage","v","3189"
"3190","descargar","to unleash, unload","v","3190"
"3191","galería","gallery, balcony","nf","3191"
"3192","engaño","deceit, falsehood, hoax","nm","3192"
"3193","enamorar","to fall in love","v","3193"
"3194","geográfico","geographical","adj","3194"
"3195","continuidad","continuity","nf","3195"
"3196","receta","recipe, prescription","nf","3196"
"3197","conveniencia","convenience, usefulness","nf","3197"
"3198","reemplazar","to replace","v","3198"
"3199","carencia","lack, shortage [also falta]","nf","3199"
"3200","cerdo","pig, sow, slob","nm","3200"
"3201","soplar","to blow (wind)","v","3201"
"3202","frágil","fragile, weak","adj","3202"
"3203","empeño","insistence, determination","nm","3203"
"3204","agresión","aggression, attack","nf","3204"
"3205","fortaleza","fortress, strength","nf","3205"
"3206","seriamente","seriously","adv","3206"
"3207","balcón","balcony","nm","3207"
"3208","observador","observer","nm","3208"
"3209","ridículo","ridiculous, absurd (adj)","adj","3209"
"3210","renta","income, rent ","nf","3210"
"3211","justificación","justification","nf","3211"
"3212","enfrentamiento","confrontation","nm","3212"
"3213","junta","meeting, conference, seam","nf","3213"
"3214","irregular","irregular","adj","3214"
"3215","trayectoria","trajectory, path","nf","3215"
"3216","genial","brilliant, inspired","adj","3216"
"3217","indiferencia","indifference","nf","3217"
"3218","taza","cup, bowl","nf","3218"
"3219","vínculo","tie, bond, link","nm","3219"
"3220","cuaderno","notebook, workbook","nm","3220"
"3221","gracioso","funny, charming, amusing","adj","3221"
"3222","regir","to rule, govern, manage","v","3222"
"3223","intermedio","interim, intermediate (adj)","adj","3223"
"3224","bañar","to bathe, take a bath","v","3224"
"3225","temporal","temporary","adj","3225"
"3226","rozar","to touch lightly","v","3226"
"3227","pánico","panic","nm","3227"
"3228","distinguido","distinguished","adj","3228"
"3229","cañón","canyon, cannon","nm","3229"
"3230","dudoso","doubtful, dubious","adj","3230"
"3231","pollo","chicken","nm","3231"
"3232","lamentable","regrettable","adj","3232"
"3233","trascendencia","transcendent nature, significance","nf","3233"
"3234","remitir","to remit","v","3234"
"3235","interminable","endless, interminable","adj","3235"
"3236","corrupción","corruption","nf","3236"
"3237","confesión","confession, admission","nf","3237"
"3238","corbata","tie, sash","nf","3238"
"3239","macho","male, manliness","nm","3239"
"3240","disolver","to dissolve","v","3240"
"3241","secuencia","sequence","nf","3241"
"3242","cáncer","cancer","nm","3242"
"3243","velar","to watch over","v","3243"
"3244","archivo","archive, file, filing cabinet","nm","3244"
"3245","habitualmente","habitually","adv","3245"
"3246","trámite","procedure, step, requirement","nm","3246"
"3247","tranquilamente","calmly, peacefully","adv","3247"
"3248","innecesario","unnecessary","adj","3248"
"3249","raya","line, ray, stripe","nf","3249"
"3250","televisor","television set","nm","3250"
"3251","estabilidad","stability","nf","3251"
"3252","grandeza","greatness, size","nf","3252"
"3253","prisa","hurry","nf","3253"
"3254","persistir","to persist","v","3254"
"3255","temblar","to tremble, shake","v","3255"
"3256","verbal","verbal, oral","adj","3256"
"3257","matemática","mathematics","nf","3257"
"3258","demonio","demon, devil","nm","3258"
"3259","intacto","intact","adj","3259"
"3260","procedente","coming from&nbsp;[also proveniente]","adj","3260"
"3261","cenar","to dine","v","3261"
"3262","disponible","available","adj","3262"
"3263","tornar","to transform, turn","v","3263"
"3264","encantado","pleased, delighted","adj","3264"
"3265","británico","British","adj","3265"
"3266","manga","sleeve","nf","3266"
"3267","perjudicar","to endanger","v","3267"
"3268","laboral","labor, industry (adj)","adj","3268"
"3269","rubio","blonde, fair","adj","3269"
"3270","prevenir","to avoid, prevent [also evitar]","v","3270"
"3271","seda","silk","nf","3271"
"3272","envidia","envy","nf","3272"
"3273","emergencia","emergency","nf","3273"
"3274","enamorado","in love","adj","3274"
"3275","grasa","grease, fat","nf","3275"
"3276","culminar","to culminate, accomplish","v","3276"
"3277","alcalde","mayor","nm","3277"
"3278","insuficiente","insufficient","adj","3278"
"3279","sostenido","sustained, steady","adj","3279"
"3280","congreso","congress","nm","3280"
"3281","espantoso","frightening, dreadful","adj","3281"
"3282","aplauso","applause, praise, acclaim","nm","3282"
"3283","prima","female cousin, down payment","nf","3283"
"3284","ansiedad","anxiety","nf","3284"
"3285","dirigente","leader, director, manager","nc","3285"
"3286","ascenso","promotion, climb","nm","3286"
"3287","finalidad","purpose, aim","nf","3287"
"3288","preceder","to precede","v","3288"
"3289","financiero","financial","adj","3289"
"3290","nostalgia","nostalgia, homesickness","nf","3290"
"3291","mención","mention","nf","3291"
"3292","afición","fondness, interest","nf","3292"
"3293","colonial","colonial","adj","3293"
"3294","lástima","shame, pity","nf","3294"
"3295","teatral","theatrical","adj","3295"
"3296","lápiz","pencil","nm","3296"
"3297","vertical","vertical, upright","adj","3297"
"3298","nido","nest","nm","3298"
"3299","gratuito","free, arbitrary, gratuitous","adj","3299"
"3300","difícilmente","with difficulty","adv","3300"
"3301","orquesta","orchestra, dance band","nf","3301"
"3302","conexión","connection, relationship","nf","3302"
"3303","alternar","to alternate","v","3303"
"3304","vegetal","plant, vegetable (adj)","adj","3304"
"3305","usado","worn out, old, used","adj","3305"
"3306","vigor","force, strength, vigor","nm","3306"
"3307","salario","salary, wages","nm","3307"
"3308","acertar","to get right","v","3308"
"3309","filo","cutting edge","nm","3309"
"3310","ambicioso","ambitious, greedy","adj","3310"
"3311","policial","police (adj)","adj","3311"
"3312","poético","poetic","adj","3312"
"3313","batir","to beat an object","v","3313"
"3314","maíz","corn, maize","nm","3314"
"3315","desgraciadamente","unfortunately","adv","3315"
"3316","satisfactorio","satisfactory","adj","3316"
"3317","autonomía","autonomy, range","nf","3317"
"3318","vago","vague","adj","3318"
"3319","estúpido","stupid, idiotic","adj","3319"
"3320","demorar","to delay, take time","v","3320"
"3321","ama","housekeeper, housewife","nc","3321"
"3322","beso","kiss","nm","3322"
"3323","cintura","waist","nf","3323"
"3324","automáticamente","automatically","adv","3324"
"3325","pauta","guideline, rule, standard","nf","3325"
"3326","honesto","honest","adj","3326"
"3327","recepción","reception, waiting-room","nf","3327"
"3328","bala","bullet, shot","nf","3328"
"3329","suicidio","suicide","nm","3329"
"3330","placa","plaque, plate, badge","nf","3330"
"3331","calmar","to calm, soothe, relieve","v","3331"
"3332","brusco","brusque, abrupt, sudden","adj","3332"
"3333","asesinato","murder, assassination","nm","3333"
"3334","mentalidad","mindset, mind","nf","3334"
"3335","jerarquía","hierarchy, rank","nf","3335"
"3336","duración","duration, length","nf","3336"
"3337","hallazgo","finding, discovery","nm","3337"
"3338","proximidad","proximity","nf","3338"
"3339","estadística","statistic","nf","3339"
"3340","presumir","to boast, show off, suppose","v","3340"
"3341","trescientos","three hundred","num","3341"
"3342","iluminado","illuminated","adj","3342"
"3343","castillo","castle","nm","3343"
"3344","traducción","translation","nf","3344"
"3345","diversión","fun, entertainment","nf","3345"
"3346","introducción","introduction","nf","3346"
"3347","lámpara","lamp","nf","3347"
"3348","dicho","saying, proverb (nm)","nm","3348"
"3349","simbólico","symbolic","adj","3349"
"3350","fluir","to flow","v","3350"
"3351","heroico","heroic","adj","3351"
"3352","asesinar","to murder, assassinate","v","3352"
"3353","audiencia","audience, hearing","nf","3353"
"3354","pasajero","passenger (nm)","nm","3354"
"3355","décimo","tenth","adj","3355"
"3356","costado","side, flank","nm","3356"
"3357","otoño","autumn","nm","3357"
"3358","feria","fair, festival","nf","3358"
"3359","exilio","exile","nm","3359"
"3360","indudablemente","doubtless, undoubtedly","adv","3360"
"3361","preservar","to preserve","v","3361"
"3362","portador","bearer, carrier","nm","3362"
"3363","obispo","bishop","nm","3363"
"3364","disimular","to disguise, hide, pretend","v","3364"
"3365","quemado","burned, burnt","adj","3365"
"3366","perfeccionar","to perfect","v","3366"
"3367","vano","vain, useless","adj","3367"
"3368","apertura","opening, beginning","nf","3368"
"3369","ideología","ideology","nf","3369"
"3370","casero","homemade","adj","3370"
"3371","molesto","annoyed, bothered, upset","adj","3371"
"3372","cocinar","to cook","v","3372"
"3373","auxiliar","auxiliary, ancillary","adj","3373"
"3374","silencioso","quiet, silent","adj","3374"
"3375","navegar","to navigate, sail","v","3375"
"3376","cazador","hunter","nm/f","3376"
"3377","seguro","insurance (nm)","nm","3377"
"3378","ingenio","ingenuity, talent, wit","nm","3378"
"3379","hembra","female, woman","nf","3379"
"3380","bando","faction, side","nm","3380"
"3381","nativo","native","adj","3381"
"3382","dormitorio","bedroom, dormitory","nm","3382"
"3383","plenitud","fullness, abundance","nf","3383"
"3384","aceptable","acceptable, suitable","adj","3384"
"3385","coraje","courage, toughness","nm","3385"
"3386","plomo","lead, bullet","nm","3386"
"3387","descendiente","descendant","nc","3387"
"3388","rotundo","categorical","adj","3388"
"3389","república","republic","nf","3389"
"3390","sierra","mountain range, saw","nf","3390"
"3391","aplastar","to flatten, crush, smash","v","3391"
"3392","guante","glove","nm","3392"
"3393","cartón","cardboard, carton, sketch","nm","3393"
"3394","repentino","sudden [also súbito]","adj","3394"
"3395","ansioso","anxious eager","adj","3395"
"3396","subrayar","to underline, highlight, emphasize","v","3396"
"3397","adolescencia","adolescence","nf","3397"
"3398","despacio","slow, slowly","adj","3398"
"3399","innumerable","innumerable, countless","adj","3399"
"3400","complicación","complication","nf","3400"
"3401","insoportable","unbearable, intolerable","adj","3401"
"3402","taxi","taxi, cab","nm","3402"
"3403","porción","part, portion, share","nf","3403"
"3404","timbre","doorbell, bell, seal, stamp","nm","3404"
"3405","monstruo","monster, monstrosity","nm","3405"
"3406","bebé","baby","nm","3406"
"3407","trayecto","trajectory, course, path","nm","3407"
"3408","globo","balloon, globe","nm","3408"
"3409","celebración","celebration","nf","3409"
"3410","quehacer","task, job, chore","nm","3410"
"3411","electoral","electoral","adj","3411"
"3412","obsesión","mania, obsession","nf","3412"
"3413","bronce","bronze","nm","3413"
"3414","formidable","formidable, tremendous","adj","3414"
"3415","licencia","license, permission","nf","3415"
"3416","motivación","motivation","nf","3416"
"3417","noventa","ninety","num","3417"
"3418","anoche","last night","adv","3418"
"3419","depresión","depression, slump","nf","3419"
"3420","pulmón","lung","nm","3420"
"3421","apoderar","to take power","v","3421"
"3422","debatir","to debate, discuss","v","3422"
"3423","reponer","to replace, restore","v","3423"
"3424","fibra","fiber, grain","nf","3424"
"3425","disputar","to dispute, contest","v","3425"
"3426","quinientos","five hundred","num","3426"
"3427","petróleo","oil, petroleum","nm","3427"
"3428","sucesivamente","successively, step by step","adv","3428"
"3429","permanencia","permanence, tenure","nf","3429"
"3430","vos","you (subj singular familiar) [also tú]","pron","3430"
"3431","miércoles","Wednesday","nm","3431"
"3432","horno","oven, furnace","nm","3432"
"3433","logro","success, achievement","nm","3433"
"3434","vientre","womb, belly","nm","3434"
"3435","petición","request, petition","nf","3435"
"3436","civil","civilian (nc)","nc","3436"
"3437","reparto","distribution, delivery","nm","3437"
"3438","advertencia","warning, notice","nf","3438"
"3439","arrebatar","to snatch, grab","v","3439"
"3440","previsión","forecast, precaution","nf","3440"
"3441","miserable","wretched, miserable","adj","3441"
"3442","grato","agreeable, pleasant","adj","3442"
"3443","mandato","mandate, order, command","nm","3443"
"3444","odiar","to hate","v","3444"
"3445","clave","key (adj)","adj","3445"
"3446","diecisiete","seventeen","num","3446"
"3447","timidez","shyness, timidity","nf","3447"
"3448","toque","touch, ringing, warning","nm","3448"
"3449","máscara","mask","nf","3449"
"3450","venganza","revenge, vengeance","nf","3450"
"3451","barba","beard","nf","3451"
"3452","alarma","alarm","nf","3452"
"3453","insinuar","to insinuate, hint","v","3453"
"3454","aliento","breath, courage, spirit","nm","3454"
"3455","pureza","purity, chastity","nf","3455"
"3456","fallecer","to pass away (to die)","v","3456"
"3457","comedia","comedy, play, pretense","nf","3457"
"3458","aldea","small village","nf","3458"
"3459","enérgico","energetic, vigorous","adj","3459"
"3460","eludir","to evade, avoid, elude","v","3460"
"3461","párrafo","paragraph","nm","3461"
"3462","permanentemente","permanently","adv","3462"
"3463","brillo","shine, twinkling, sparkle","nm","3463"
"3464","ocasionar","to occasion, bring about","v","3464"
"3465","rastro","track, sign, flea market","nm","3465"
"3466","concretamente","specifically, exactly","adv","3466"
"3467","ignorante","ignorant","adj","3467"
"3468","adorno","decoration, adornment","nm","3468"
"3469","curiosamente","strangely, funnily enough","adv","3469"
"3470","lógicamente","logically","adv","3470"
"3471","mono","monkey","nm","3471"
"3472","razonamiento","reasoning","nm","3472"
"3473","ilustrado","learned, illustrated","adj","3473"
"3474","pastor","shepherd, pastor","nm/f","3474"
"3475","tramo","section, stretch, plot","nm","3475"
"3476","reto","challenge, defiance","nm","3476"
