"index","word","meaning","furi","pos","e.g.","eng","freq"
"1147","課","section, division, lesson","課[か]","Noun","今[いま]から<b> 課[か]</b>のミーティングがある。","Our division is going to have a meeting now.","3703"
"1148","効果","effect, result","効果[こうか]","Noun","この 薬[くすり]には 胃[い]を 守[まも]る<b> 効果[こうか]</b>がある。","This medicine is effective in protecting your stomach.","2160"
"1149","自動車","automobile","自動車[じどうしゃ]","Noun","彼[かれ]は<b> 自動車[じどうしゃ]</b> 会社[がいしゃ]に 就職[しゅうしょく]した。","He got a job at a car company.","2290"
"1150","自然","nature","自然[しぜん]","Noun","みんなで<b> 自然[しぜん]</b>を 守[まも]りましょう。","Let's all work to protect Nature.","900"
"1151","スープ","soup, broth","スープ","Noun","母[はは]がコーン<b>スープ</b>を 作[つく]っている。","My mother made some corn chowder.","6052"
"1152","自然","natural, naturally","自然[しぜん]","Adjectival Noun","親[おや]が 子供[こども]を 守[まも]るのは<b> 自然[しぜん]</b>なことだ。","It's natural that parents protect their children.","900"
"1153","自習","self-study, self-teaching","自習[じしゅう]","Verbal Noun","明日[あす]は<b> 自習[じしゅう]</b>の 時間[じかん]がある。","I have study time tomorrow.","37115"
"1154","理由","reason, cause","理由[りゆう]","Noun","遅[おく]れた<b> 理由[りゆう]</b>を 教[おし]えてください。","Please tell me why you were late.","449"
"1155","自由","freedom, free","自由[じゆう]","Adjectival Noun","今日[きょう]は<b> 自由[じゆう]</b>な 時間[じかん]が 多[おお]い。","I have a lot of free time today.","1106"
"1156","バナナ","banana","バナナ","Noun","私[わたし]は 毎朝[まいあさ]<b>バナナ</b>を 食[た]べます。","I eat a banana every morning.","11957"
"1157","信じる","believe, trust, have faith in","信[しん]じる","Verb","彼[かれ]はキリストを<b> 信[しん]じている</b>。","He believes in Christ.","382"
"1158","信号","signal, traffic light","信号[しんごう]","Noun","<b> 信号[しんごう]</b>が 青[あお]になった。","The traffic light turned green.","5322"
"1159","頼む","ask, request","頼[たの]む","Verb","私[わたし]はハンバーガーを<b> 頼[たの]みました</b>。","I ordered a hamburger.","622"
"1160","市民","citizens, townsmen","市民[しみん]","Noun","<b> 市民[しみん]</b>の 安全[あんぜん]は 大切[たいせつ]だ。","The citizens' safety is important.","2941"
"1161","うるさい","noisy, annoying, pesky","うるさい","Adjective","この 通[とお]りは 車[くるま]の 音[おと]が<b>うるさい</b>。","Traffic is noisy on this street.","2360"
"1162","住民","residents, inhabitants","住民[じゅうみん]","Noun","地域[ちいき]の<b> 住民[じゅうみん]</b>が 集[あつ]まって 話合[はなしあ]いをした。","The local residents got together and talked.","4085"
"1163","主人","husband,&nbsp;the head of the house","主人[しゅじん]","Noun","<b> 主人[しゅじん]</b>は 今[いま]、 留守[るす]です。","My husband is out now.","765"
"1164","議員","legislator","議員[ぎいん]","Noun","彼[かれ]は 国会[こっかい]<b> 議員[ぎいん]</b>です。","He's a congressman.","6208"
"1165","会議","conference, meeting","会議[かいぎ]","Verbal Noun","今日[きょう]の 午後[ごご]、 大事[だいじ]な<b> 会議[かいぎ]</b>があります。","There's an important meeting this afternoon.","2093"
"1166","パトカー","police car, patrol car","パトカー","Noun","あそこに<b>パトカー</b>がいる。","There's a police car over there.","6540"
"1167","対する","in response to, face","対[たい]する","Verb","その 質問[しつもん]に<b> 対[たい]する</b> 答[こた]えが 見[み]つからなかった。","I couldn't find an answer to that question.","20459"
"1168","対立","opposition, antagonism","対立[たいりつ]","Verbal Noun","その 2社[にしゃ]は<b> 対立[たいりつ]</b>しています。","The two companies are against each other.","4889"
"1169","反対","oppose, the opposite","反対[はんたい]","Verbal Noun","私[わたし]は<b> 反対[はんたい]</b>です。","I'm against it.","1316"
"1170","答え","answer, solution","答[こた]え","Noun","彼[かれ]はその 問題[もんだい]の<b> 答[こた]え</b>が 分[わ]からない。","He doesn't know the answer to the problem.","1495"
"1171","ハンバーガー","hamburger","ハンバーガー","Noun","今日[きょう]の 昼[ひる]ご 飯[はん]は<b>ハンバーガー</b>でした。","I had a hamburger for lunch today.","17475"
"1172","特に","specially, particularly","特[とく]に","Adverb","<b> 特[とく]に</b> 質問[しつもん]はありません。","I don't particularly have any questions.","1079"
"1173","特急","limited express (train)","特急[とっきゅう]","Noun","東京[とうきょう]まで<b> 特急[とっきゅう]</b>で 3時間[さんじかん]かかります。","It takes three hours to Tokyo by limited express.","13359"
"1174","特別","special, extraordinary","特別[とくべつ]","Adjectival Noun","あなたは 私[わたし]にとって<b> 特別[とくべつ]</b>な 人[ひと]です。","You're special to me.","1369"
"1175","別々","separately","別々[べつべつ]","Adjectival Noun","<b> 別々[べつべつ]</b>に 払[はら]いましょう。","Let's get separate checks.","10218"
"1176","エスカレーター","escalator","エスカレーター","Noun","3階[さんかい]まで<b>エスカレーター</b>で 行[い]きましょう。","Let's take the escalator up to the third floor.","23097"
"1177","別れる","separate, part from","別[わか]れる","Verb","駅[えき]で 友[とも]だちと<b> 別[わか]れました</b>。","I parted with my friend at the station.","1296"
"1178","一般","general, common","一般[いっぱん]","Noun","<b> 一般[いっぱん]</b>の 方[かた]はこちらの 席[せき]へどうぞ。","General seating is over here.","2154"
"1179","目的","objective, purpose","目的[もくてき]","Noun","彼[かれ]が 来[き]た<b> 目的[もくてき]</b>が 分[わ]かりません。","I don't know the purpose of his visit.","912"
"1180","普通","normal, regular","普通[ふつう]","Adjectival Noun","彼女[かのじょ]は<b> 普通[ふつう]</b>の 女[おんな]の 子[こ]だ。","She's just a normal girl.","782"
"1181","タオル","towel","タオル","Noun","私[わたし]は<b>タオル</b>で 顔[かお]をふいた。","I wiped my face with a towel.","4354"
"1182","並ぶ","line up, be parallel","並[なら]ぶ","Verb","ここに<b> 並[なら]んで</b>ください。","Please line up here.","1110"
"1183","並べる","line (st) up, display, set up","並[なら]べる","Verb","私[わたし]は 料理[りょうり]をテーブルに<b> 並[なら]べた</b>。","I arranged the food on the table.","2062"
"1184","平和","peace, harmony","平和[へいわ]","Adjectival Noun","この 国[くに]は<b> 平和[へいわ]</b>です。","This country is peaceful.","2478"
"1185","高等学校","senior high school","高等学校[こうとうがっこう]","Noun","弟[おとうと]が<b> 高等学校[こうとうがっこう]</b>を 卒業[そつぎょう]しました。","My little brother graduated from high school.","17589"
"1186","パチンコ","pachinko (vertical pinball)","パチンコ","Noun","彼[かれ]は 毎日[まいにち]<b>パチンコ</b>をしています。","He plays pachinko every day.","10482"
"1187","病院","hospital","病院[びょういん]","Noun","<b> 病院[びょういん]</b>はどこですか。","Where is the hospital?","803"
"1188","入院","be hospitalized","入院[にゅういん]","Verbal Noun","昨日[きのう]、 母[はは]が<b> 入院[にゅういん]</b>しました。","My mother was hospitalized yesterday.","3596"
"1189","大学院","graduate school","大学院[だいがくいん]","Noun","彼[かれ]は<b> 大学院[だいがくいん]</b>に 進[すす]みました。","He's gone on to graduate school.","20286"
"1190","医者","doctor","医者[いしゃ]","Noun","私[わたし]は<b> 医者[いしゃ]</b>に 相談[そうだん]した。","I consulted the doctor.","1191"
"1191","みかん","tangerine, mandarin orange","みかん","Noun","<b>みかん</b>を 1[ひと]つください。","Please give me a tangerine.","15681"
"1192","お医者さん","doctor","お 医者[いしゃ]さん","Noun","熱[ねつ]があるので<b>お 医者[いしゃ]さん</b>に 行[い]った。","I went to the doctor because I had a fever.","11768"
"1193","歯医者","dentist","歯医者[はいしゃ]","Noun","私[わたし]は<b> 歯医者[はいしゃ]</b>が 嫌[きら]いです。","I hate the dentist.","22351"
"1194","歯","tooth, cog","歯[は]","Noun","私[わたし]の<b> 歯[は]</b>は 丈夫[じょうぶ]です。","My teeth are strong.","1244"
"1195","歯ブラシ","toothbrush","歯[は]ブラシ","Noun","新[あたら]しい<b> 歯[は]ブラシ</b>が 必要[ひつよう]だ。","I need a new toothbrush.","27452"
"1196","ケーキ","cake","ケーキ","Noun","誕生日[たんじょうび]に<b>ケーキ</b>を 食[た]べました。","We ate cake on his birthday.","6636"
"1197","科学","science","科学[かがく]","Noun","<b> 科学[かがく]</b>は 常[つね]に 進歩[しんぽ]している。","Science is always advancing.","3270"
"1198","教科書","textbook, schoolbook","教科書[きょうかしょ]","Noun","日本語[にほんご]の<b> 教科書[きょうかしょ]</b>を 忘[わす]れた。","I forgot my Japanese textbook.","6846"
"1199","理科","science","理科[りか]","Noun","私[わたし]は<b> 理科[りか]</b>が 得意[とくい]です。","I'm good at science.","23303"
"1200","亡くなる","die, pass away","亡[な]くなる","Verb","おととい、 昔[むかし]の 友人[ゆうじん]が<b> 亡[な]くなった</b>。","An old friend died the day before yesterday.","1903"
"1201","コップ","cup, glass","コップ","Noun","私[わたし]は 毎朝[まいあさ]<b>コップ</b> 一杯[いっぱい]の 水[みず]を 飲[の]む。","I drink a glass of water every morning.","3624"
"1202","忙しい","busy, occupied","忙[いそが]しい","Adjective","<b> 忙[いそが]しい</b>ので 手伝[てつだ]ってください。","I have a lot to do, so please help me out.","1833"
"1203","疲れる","get tired, become fatigued","疲[つか]れる","Verb","私[わたし]は<b> 疲[つか]れて</b>ふらふらです。","I'm tired and feel dizzy.","1158"
"1204","禁煙","no smoking, giving up smoking","禁煙[きんえん]","Verbal Noun","彼[かれ]は 今[いま]、<b> 禁煙[きんえん]</b>しています。","He's stopped smoking now.","25704"
"1205","酔っ払い","drunk person","酔[よ]っ 払[ぱら]い","Noun","彼[かれ]はただの<b> 酔[よ]っ 払[ぱら]い</b>です。","He's nothing but a drunk.","18185"
"1206","ナイロン","nylon","ナイロン","Noun","このジャケットは<b>ナイロン</b>でできています。","This jacket is made of nylon.","26108"
"1207","酔っ払う","get drunk","酔[よ]っ 払[ぱら]う","Verb","昨夜[ゆうべ]は<b> 酔[よ]っ 払[ぱら]いました</b>。","I got drunk last night.","14272"
"1208","危ない","dangerous, uncertain","危[あぶ]ない","Adjective","その 道[みち]は 車[くるま]が 多[おお]くて<b> 危[あぶ]ない</b>。","There are many cars on that road, so it's dangerous.","3246"
"1209","危険","danger, dangerous","危険[きけん]","Adjectival Noun","その 地域[ちいき]は 今[いま]、<b> 危険[きけん]</b>だ。","That region is dangerous right now.","749"
"1210","存在","existence, being","存在[そんざい]","Verbal Noun","宇宙人[うちゅうじん]は<b> 存在[そんざい]</b>すると 思[おも]いますか。","Do you think that aliens exist?","401"
"1211","スーツ","suit","スーツ","Noun","あの<b>スーツ</b>はそんなに 高[たか]くない。","That suit is reasonably priced.","2779"
"1212","注目","attention, notice","注目[ちゅうもく]","Verbal Noun","私[わたし]たちはその 会社[かいしゃ]に<b> 注目[ちゅうもく]</b>している。","We have our eyes on that company.","3870"
