"index","word","kroman","meaning","kanja"
"3329","깔끔하다","ggar-ggeum-ha-da","to be neat, tidy",""
"3330","지급하다","ji-geub-ha-da","to provide, pay","支給"
"3331","갈등","gar-deung","conflict","葛藤"
"3332","효자","hyo-ja","filial (devoted) son","孝子"
"3333","망치다","mang-ci-da","to spoil, ruin, screw up","亡-"
"3334","종","jong","species;<br>bell;<br>slave, servant","種,&nbsp;鐘"
"3335","들키다","deur-ki-da","to get caught, be discovered",""
"3336","장단점","jang-dan-jeom","pros and cons, strengths and weaknesses","長短點"
"3337","암기하다","am-gi-ha-da","to memorize","暗記"
"3338","우습다","u-seub-da","to be funny, amusing",""
"3339","소비","so-bi","consumption","消費"
"3340","선글라스","seon-geur-ra-seu","sunglasses",""
"3341","존경하다","jon-gyeong-ha-da","to respect, look up to","尊敬"
"3342","솜씨","som-ssi","skill, ability",""
"3343","사례","sa-rye","case, instance, example;<div>reward, compensation</div>","事例,&nbsp;謝禮"
"3344","필기하다","pir-gi-ha-da","to take notes","筆記"
"3345","비만","bi-man","fatness, corpulence","肥滿"
"3346","사표","sa-pyo","(written) resignation","辭表"
"3347","여기다","yeo-gi-da","to regard, consider",""
"3348","지극히","ji-geug-hi","very, extremely, perfectly","至極"
"3349","대리","dae-ri","deputy, proxy","代理"
"3350","분수","bun-su","fountain;<div>fraction</div>","噴水,&nbsp;分數"
"3351","그럭저럭","geu-reog-jeo-reog","somehow",""
"3352","감독","gam-dog","supervision;<div>supervisor, director</div>","監督"
"3353","호감","ho-gam","good feeling, favorable impression","好感"
"3354","제과점","je-gwa-jeom","bakery","製菓店"
"3355","소매","so-mae","sleeve;<div>retail</div>","小賣"
"3356","포근하다","po-geun-ha-da","to be warm, mild;<div>to be soft, comfortable</div>",""
"3357","매체","mae-ce","media","媒體"
"3358","전문적","jeon-mun-jeog","specialized, professional","專門的/顓門的"
"3359","예감","ye-gam","premonition, foreboding, hunch","豫感"
"3360","당첨되다","dang-ceom-doe-da","to win the prize","當籤"
"3361","모범","mo-beom","example, (role) model","模範"
"3362","해내다","hae-nae-da","accomplish, achieve, do",""
"3363","벗어나다","beos-eo-na-da","to get out, deviate",""
"3364","금융","geum-yung","finance","金融"
"3365","영리하다","yeong-ri-ha-da","to be smart, clever, bright","怜悧"
"3366","부리다","bu-ri-da","<div>to manage, handle;</div>to raise, create, show, have",""
"3367","교외","gyo-oe","the suburbs","郊外"
"3368","흥분하다","heung-bun-ha-da","to be excited, be stimulated","興奮"
"3369","횟수","hoes-su","number (of times)","回數"
"3370","뚜렷하다","ddu-ryeos-ha-da","to be distinctive, clear",""
"3371","휴학하다","hyu-hag-ha-da","to take time off from school","休學"
"3372","기술자","gi-sur-ja","technician, engineer","技術者"
"3373","작곡","jag-gog","composition (of music)","作曲"
"3374","안과","an-gwa","ophthalmic hospital","眼科"
"3375","후추","hu-cu","black pepper",""
"3376","대체로","dae-ce-ro","generally, mostly","大體-"
"3377","뇌","noe","brain","腦"
"3378","가전제품","ga-jeon-je-pum","electric home appliance","家電製品"
"3379","빈자리","bin-ja-ri","empty seat, vacant spot",""
"3380","안내원","an-nae-weon","guide","案內員"
"3381","설레다","seor-re-da","to flutter, vibrate",""
"3382","부주의","bu-ju-eui","carelessness","不注意"
"3383","권투","gweon-tu","boxing","拳鬪"
"3384","만원","man-weon","full house (no space for more people)","滿員"
"3385","면도하다","myeon-do-ha-da","to shave","面刀"
"3386","야단치다","ya-dan-ci-da","to scold, rebuke","惹端"
"3387","오염되다","o-yeom-doe-da","to be contaminated, polluted","汚染"
"3388","부츠","bu-ceu","boots",""
"3389","공격","gong-gyeog","attack, assault","攻擊"
"3390","직장인","jig-jang-in","(office) worker","職場人"
"3391","공해","gong-hae","pollution","公害"
"3392","공개하다","gong-gae-ha-da","to make public","公開"
"3393","성당","seong-dang","Catholic church","聖堂"
"3394","네모","ne-mo","square",""
"3395","독","dog","poison;<div>jar</div>","毒"
"3396","제자리","je-ja-ri","the proper place, the original place",""
"3397","훔치다","hum-ci-da","to steal, swipe, lift;<div>to wipe, mop</div>",""
"3398","잠기다","jam-gi-da","<div>to be submerged, go down;</div><div>to be locked, be fastened</div>",""
"3399","상대편","sang-dae-pyeon","the other party","相對便"
"3400","방면","bang-myeon","direction;<div>way, aspect</div>","方面"
"3401","농부","nong-bu","farmer, peasant","農夫"
"3402","꼼꼼하다","ggom-ggom-ha-da","to be careful, meticulous",""
"3403","조끼","jo-ggi","vest",""
"3404","노랑","no-rang","yellow",""
"3405","슬리퍼","seur-ri-peo","slipper",""
"3406","수다","su-da","chatter, chit-chat",""
"3407","다리미","da-ri-mi","clothes iron",""
"3408","졸업식","jor-eob-sig","graduation ceremony","卒業式"
"3409","지옥","ji-og","hell","地獄"
"3410","가입하다","ga-ib-ha-da","to join, subscribe","加入"
"3411","결론","gyeor-ron","conclusion","結論"
"3412","밭","bat","field, farm",""
"3413","목록","mog-rog","list, catalogue","目錄"
"3414","연합","yeon-hab","alliance, coalition","聯合"
"3415","쫓기다","jjoc-gi-da","to be chased",""
"3416","차이다","ca-i-da","to get kicked;<div>to be dumped</div>",""
"3417","인연","in-yeon","tie, connection;<div>destiny</div>","因緣"
"3418","이기적","i-gi-jeog","selfish","利己的"
"3419","용감하다","yong-gam-ha-da","to be brave, daring, courageous","勇敢"
"3420","그저","geu-jeo","without any reason",""
"3421","증가하다","jeung-ga-ha-da","to increase, grow","增加"
"3422","제작","je-jag","production, making","製作"
"3423","급속히","geub-sog-hi","rapidly","急速"
"3424","점검하다","jeom-geom-ha-da","to inspect, check","點檢"
"3425","몫","mogs","share, portion",""
"3426","빨개지다","bbar-gae-ji-da","to turn red",""
"3427","좀처럼","jom-ceo-reom","[not] easily, [not] readily",""
"3428","사적","sa-jeog","private, personal;<div>historical site</div>","私的,&nbsp;史蹟"
"3429","멀미","meor-mi","nausea, motion sickness",""
"3430","총장","cong-jang","chancellor, secretary general","總長"
"3431","외투","oe-tu","overcoat","外套"
"3432","기계","gi-gye","machine","機械"
"3433","넘어뜨리다","neom-eo-ddeu-ri-da","to throw down, tip down, push down",""
"3434","처녀","ceo-nyeo","unmarried (single) woman, maiden, virgin","處女"
"3435","강요","gang-yo","enforcement, coercion","强要"
"3436","강사","gang-sa","speaker, lecturer, instructor","講師"
"3437","좁히다","job-hi-da","to narrow, restrict",""
"3438","새다","sae-da","to leak, escape;<div>to dawn</div>",""
"3439","전세","jeon-se","lease of a house on a deposit basis;<div>charter;</div><div>war situation</div>","傳貰,&nbsp;專貰,&nbsp;戰勢"
"3440","조정","jo-jeong","adjustment, modification;<br>mediation;<br>rowing","調整,&nbsp;調停,&nbsp;漕艇"
"3441","바구니","ba-gu-ni","wicker basket",""
"3442","최고급","coe-go-geub","highest grade, top class","最高級"
"3443","이내","i-nae","within, less than;<div>soon, at once</div>","以內"
"3444","변경","byeon-gyeong","change, alteration","變更"
"3445","비명","bi-myeong","scream","悲鳴"
"3446","우편","u-pyeon","mail, post","郵便"
"3447","표준","pyo-jun","standard, norm, average","標準"
"3448","게","ge","crab",""
"3449","물질","mur-jir","matter, substance, material","物質"
"3450","교대","gyo-dae","rotation, shift, alternation","交代"
"3451","닳다","darh-da","to wear out",""
"3452","샴푸","syam-pu","shampoo",""
"3453","어긋나다","eo-geus-na-da","to be contrary, at cross purposes;<div>to go amiss</div>",""
"3454","찻잔","cas-jan","teacup","茶盞"
"3455","이발소","i-bar-so","barber shop","理髮所"
"3456","유혹하다","yu-hog-ha-da","to tempt, lure, seduce","誘惑"
"3457","억양","eog-yang","intonation, accent","抑揚"
"3458","대상","dae-sang","object, target;<div>grand prize</div>","對象,&nbsp;大賞"
"3459","답변","dab-byeon","answer, reply","答辯"
"3460","시각","si-gag","time;<div>view;</div><div>sight, vision</div>","時刻,&nbsp;視角,&nbsp;視覺"
"3461","성질","seong-jir","nature, temper","性質"
"3462","침묵","cim-mug","silence","沈默"
"3463","가르다","ga-reu-da","to divide, cut, split",""
"3464","어르신","eo-reu-sin","senior citizen, elderly",""
"3465","메달","me-dar","medal",""
"3466","비롯하다","bi-ros-ha-da","to include",""
"3467","윗사람","wis-sa-ram","one's senior, one's superior",""
"3468","쓸쓸하다","sseur-sseur-ha-da","to be lonely, forlorn",""
"3469","사생활","sa-saeng-hwar","privacy, private life","私生活"
"3470","환상적","hwan-sang-jeog","fantastic","幻想的"
"3471","연주회","yeon-ju-hoe","concert, recital","演奏會"
"3472","유치하다","yu-ci-ha-da","to be childish, immature;<div>to attract, invite</div>","幼稚,&nbsp;誘致"
"3473","최소","coe-so","the smallest, minimum","最小,&nbsp;最少"
"3474","우연","u-yeon","coincidence, chance","偶然"
"3475","삐다","bbi-da","to sprain, twist",""
"3476","문병가다","mun-byeong-ga-da","to visit a sick person","問病"
"3477","회비","hoe-bi","membership fee","會費"
"3478","매운탕","mae-un-tang","spicy fish stew","--湯"
"3479","세트","se-teu","a set",""
"3480","재수","jae-su","luck, fortune","財數"
"3481","달래다","dar-rae-da","to soothe, calm (down)",""
"3482","실천","sir-ceon","practice, action (as opposed to just talking)","實踐"
"3483","단골","dan-gor","regular customer",""
"3484","한가지","han-ga-ji","the same;<div>one thing, a kind, a sort</div>",""
"3485","이별하다","i-byeor-ha-da","to part, separate","離別"
"3486","비난하다","bi-nan-ha-da","to criticize, attack, blame","非難"
"3487","몽땅","mong-ddang","all",""
"3488","면허증","myeon-heo-jeung","license, permission","免許證"
"3489","습도","seub-do","humidity","濕度"
"3490","지저분하다","ji-jeo-bun-ha-da","to be messy, disordered, untidy",""
"3491","무덥다","mu-deob-da","to be stifling, humid, sultry",""
"3492","회의실","hoe-eui-sir","conference room","會議室"
"3493","분실","bun-sir","loss","紛失"
"3494","팔꿈치","par-ggum-ci","elbow",""
"3495","좌회전하다","jwa-hoe-jeon-ha-da","to turn left","左回轉"
"3496","앞서","ap-seo","before, earlier",""
"3497","올바르다","or-ba-reu-da","to be straight, upright, correct",""
"3498","성실하다","seong-sir-ha-da","to be sincere, faithful","誠實"
"3499","대책","dae-caeg","countermeasure","對策"
"3500","천둥","ceon-dung","thunder",""
"3501","현대인","hyeon-dae-in","modern people","現代人"
"3502","고독하다","go-dog-ha-da","to be lonely, solitary","孤獨"
"3503","소방서","so-bang-seo","fire station","消防署"
"3504","체험","ce-heom","experience","體驗"
"3505","뮤지컬","myu-ji-keor","musical",""
"3506","고궁","go-gung","old palace","古宮"
"3507","사인","sa-in","signature, autograph;<div>cause of death</div>","死因"
"3508","장마철","jang-ma-ceor","the rainy season",""
"3509","다투다","da-tu-da","to fight, argue, struggle",""
"3510","천사","ceon-sa","angel","天使"
"3511","넘기다","neom-gi-da","to turn over",""
"3512","거꾸로","geo-ggu-ro","upside down, inside out, backwards",""
"3513","불쾌하다","bur-kwae-ha-da","to be unpleasant, uncomfortable","不快"
"3514","둘러싸다","dur-reo-ssa-da","to surround, enclose",""
"3515","삭제하다","sag-je-ha-da","to delete, remove","削除"
"3516","언급","eon-geub","mention, reference","言及"
"3517","인심","in-sim","one's mind, one's heart","人心"
"3518","대한민국","dae-han-min-gug","Republic of Korea","大韓民國"
"3519","가능성","ga-neung-seong","possibility, likelihood;<div>potential</div>","可能性"
"3520","신비하다","sin-bi-ha-da","to be mysterious","神秘"
"3521","큰아버지","keun-a-beo-ji","father's elder brother",""
"3522","큰어머니","keun-eo-meo-ni","father's elder brother's wife",""
"3523","폭","pog","width, range;<div>deeply, completely</div>","幅"
"3524","남미","nam-mi","South America","南美"
"3525","분류하다","bun-ryu-ha-da","to classify, categorize","分類"
"3526","휴양지","hyu-yang-ji","rest area, resort, vacation spot","休養地"
"3527","마라톤","ma-ra-ton","marathon",""
"3528","매달다","mae-dar-da","to hang, suspend",""
"3529","폭설","pog-seor","heavy snowfall","暴雪"
"3530","세차하다","se-ca-ha-da","to wash a car","洗車"
"3531","마약","ma-yag","drugs, narcotics","痲藥"
"3532","독하다","dog-ha-da","to be potent, strong;<div>to be spiteful</div>","毒"
"3533","소형","so-hyeong","small item, small size","小型·小形"
"3534","굳다","gud-da","to harden, solidify, get stiff",""
"3535","뱉다","baet-da","to spit out",""
"3536","생활비","saeng-hwar-bi","living expenses, the cost of living","生活費"
"3537","멎다","meoj-da","to stop",""
"3538","매","mae","hawk, falcon;<div>whip, rod</div>",""
"3539","호두","ho-du","walnut",""
"3540","달려들다","dar-ryeo-deur-da","to attack, jump at",""
"3541","눈길","nun-gir","snowy road;<div>eyes, line of vision</div>",""
"3542","귀중하다","gwi-jung-ha-da","to be precious, valuable","貴重"
"3543","안색","an-saeg","complexion;<div>the look on one's face</div>","顔色"
"3544","밑줄","mit-jur","underline",""
"3545","물약","mur-yag","liquid medicine","-藥"
"3546","상영","sang-yeong","screening, showing (a movie etc.)","上映"
"3547","돌아다니다","dor-a-da-ni-da","to wander around, roam",""
"3548","양심","yang-sim","conscience","良心"
"3549","풍부하다","pung-bu-ha-da","to be plentiful, ample","豊富"
"3550","유머","yu-meo","humor",""
"3551","피서","pi-seo","summer retreat (out of town), summer vacation, getaway","避暑"
"3552","시력","si-ryeog","eyesight","視力"
"3553","학비","hag-bi","school expenses, tuition fees","學費"
"3554","수십","su-sib","tens, scores, dozens","數十"
"3555","다양하다","da-yang-ha-da","to be various, diverse","多樣"
"3556","도서","do-seo","books, publications","圖書"
"3557","한계","han-gye","limit, boundary","限界"
"3558","바가지","ba-ga-ji","dipper;<div>rip-off</div>",""
"3559","처방","ceo-bang","prescription","處方"
"3560","월세","weor-se","monthly rent","月貰"
"3561","바둑","ba-dug","Go (the board game)",""
"3562","수수료","su-su-ryo","commission, fee","手數料"
"3563","폭발하다","pog-bar-ha-da","to explode, blow up, detonate, erupt","暴發, 爆發"
"3564","다지다","da-ji-da","to chop up, mince;<div>to harden</div>",""
"3565","과연","gwa-yeon","indeed, sure enough","果然"
"3566","사모님","sa-mo-nim","one's teacher's wife,<div>one's superior's wife</div>","師母-"
"3567","골","gor","goal;<br>valley;<br>brain",""
"3568","어지럽다","eo-ji-reob-da","to be dizzy, feel giddy;<div>to be in disorder</div>",""
"3569","부서지다","bu-seo-ji-da","to break, break down, become out of order",""
"3570","과장하다","gwa-jang-ha-da","to exaggerate","誇張"
"3571","화재","hwa-jae","fire (the kind that you call firefighters for)","火災"
"3572","접수","jeob-su","receipt, reception","接受"
"3573","바치다","ba-ci-da","to dedicate, offer, give",""
